date,real,nominal
2009-08-01,1293.13,1020.620
2009-09-01,1339.32,1057.080
2009-10-01,1310.78,1036.190
2009-11-01,1385.97,1095.630
2009-12-01,1412.83,1115.100
2010-01-01,1355.22,1073.870
2010-02-01,1393.87,1104.490
2010-03-01,1469.97,1169.430
2010-04-01,1489.30,1186.690
2010-05-01,1366.12,1089.410
2010-06-01,1293.54,1030.710
2010-07-01,1382.51,1101.600
2010-08-01,1314.81,1049.330
2010-09-01,1428.78,1141.200
2010-10-01,1480.26,1183.260
2010-11-01,1475.69,1180.550
2010-12-01,1569.53,1257.640
2011-01-01,1597.36,1286.120
2011-02-01,1640.44,1327.220
2011-03-01,1622.82,1325.830
2011-04-01,1658.15,1363.610
2011-05-01,1629.04,1345.200
2011-06-01,1600.62,1320.640
2011-07-01,1564.95,1292.280
2011-08-01,1472.42,1218.890
2011-09-01,1364.49,1131.420
2011-10-01,1513.99,1253.300
2011-11-01,1507.57,1246.960
2011-12-01,1524.21,1257.600
2012-01-01,1584.08,1312.410
2012-02-01,1641.55,1365.680
2012-03-01,1680.30,1408.470
2012-04-01,1662.11,1397.910
2012-05-01,1559.29,1310.330
2012-06-01,1623.69,1362.160
2012-07-01,1646.91,1379.320
2012-08-01,1669.61,1406.580
2012-09-01,1702.87,1440.670
2012-10-01,1670.59,1412.160
2012-11-01,1682.42,1416.180
2012-12-01,1698.59,1426.190
2013-01-01,1779.75,1498.110
2013-02-01,1784.29,1514.680
2013-03-01,1843.80,1569.190
2013-04-01,1878.74,1597.570
2013-05-01,1914.49,1630.740
2013-06-01,1882.56,1606.280
2013-07-01,1973.99,1685.730
2013-08-01,1910.57,1632.970
2013-09-01,1964.05,1681.550
2013-10-01,2056.91,1756.540
2013-11-01,2120.02,1805.810
2013-12-01,2169.97,1848.360
2014-01-01,2085.63,1782.590
2014-02-01,2166.26,1859.450
2014-03-01,2168.17,1872.340
2014-04-01,2174.08,1883.950
2014-05-01,2212.11,1923.570
2014-06-01,2250.34,1960.230
2014-07-01,2216.41,1930.670
2014-08-01,2303.88,2003.370
2014-09-01,2266.16,1972.290
2014-10-01,2324.79,2018.050
2014-11-01,2394.23,2067.560
2014-12-01,2398.62,2058.900
2015-01-01,2336.13,1994.990
2015-02-01,2451.74,2104.500
2015-03-01,2396.68,2067.890
2015-04-01,2410.85,2085.510
2015-05-01,2423.50,2107.390
2015-06-01,2364.32,2063.110
2015-07-01,2411.00,2103.840
2015-08-01,2264.06,1972.180
2015-09-01,2208.03,1920.030
2015-10-01,2391.26,2079.360
2015-11-01,2398.71,2080.410
2015-12-01,2364.84,2043.940
2016-01-01,2240.98,1940.240
2016-02-01,2229.79,1932.230
2016-03-01,2366.64,2059.740
2016-04-01,2360.64,2065.300
2016-05-01,2388.44,2096.960
2016-06-01,2382.21,2098.860
2016-07-01,2471.38,2173.600
2016-08-01,2466.20,2170.950
2016-09-01,2456.65,2168.270
2016-10-01,2406.80,2126.150
2016-11-01,2491.25,2198.810
2016-12-01,2536.59,2238.830
2017-01-01,2568.29,2278.870
2017-02-01,2654.37,2363.640
2017-03-01,2650.97,2362.720
2017-04-01,2667.92,2384.200
2017-05-01,2696.39,2411.800
2017-06-01,2706.95,2423.410
2017-07-01,2761.80,2470.300
2017-08-01,2753.42,2471.650
2017-09-01,2791.45,2519.360
2017-10-01,2855.96,2575.260
2017-11-01,2936.17,2647.580
2017-12-01,2967.71,2673.610
2018-01-01,3117.49,2823.810
2018-02-01,2982.50,2713.830
2018-03-01,2894.39,2640.870
2018-04-01,2891.67,2648.050
2018-05-01,2940.63,2705.270
2018-06-01,2952.15,2718.370
2018-07-01,3058.49,2816.290
2018-08-01,3148.15,2901.520
2018-09-01,3158.75,2913.980
2018-10-01,2934.10,2711.740
2018-11-01,2994.78,2760.170
2018-12-01,2729.96,2506.850
2019-01-01,2939.36,2704.100
2019-02-01,3012.82,2784.490
2019-03-01,3049.81,2834.400
2019-04-01,3154.98,2945.830
2019-05-01,2939.20,2752.060
2019-06-01,3141.80,2941.760
2019-07-01,3177.09,2980.380
2019-08-01,3119.61,2926.460
2019-09-01,3170.23,2976.740
2019-10-01,3228.93,3037.560
2019-11-01,3342.00,3140.980
2019-12-01,3440.78,3230.780
2020-01-01,3419.05,3225.520
2020-02-01,3125.56,2954.220
2020-03-01,2739.67,2584.590
2020-04-01,3107.56,2912.430
2020-05-01,3248.28,3044.310
2020-06-01,3289.41,3100.290
2020-07-01,3454.30,3271.120
2020-08-01,3685.83,3500.310
2020-09-01,3534.51,3363.000
2020-10-01,3436.73,3269.960
2020-11-01,3806.33,3621.630
2020-12-01,3943.87,3756.070
2021-01-01,3885.10,3714.240
2021-02-01,3963.60,3811.150
2021-03-01,4104.00,3972.890
2021-04-01,4281.52,4181.170
2021-05-01,4271.38,4204.110
2021-06-01,4327.58,4297.500
2021-07-01,4404.05,4395.260
2021-08-01,4522.68,4522.680
2021-09-01,4307.54,4307.540
2021-10-01,4363.55,4363.550
